season,team_id,franchise_id,historical_team_name,city,nickname,active
2018,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2018,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2018,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2018,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2018,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2018,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2018,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2018,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2018,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2018,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2018,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2018,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2018,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2018,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2018,NYJ,JETS,New York Jets,New York,Jets,TRUE
2018,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2018,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2018,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2018,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2018,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2018,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2018,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2019,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2019,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2019,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2019,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2019,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2019,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2019,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2019,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2019,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2019,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2019,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2019,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2019,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2019,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2019,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2019,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2019,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2019,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2019,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2019,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2019,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2019,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2019,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2019,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2019,NYJ,JETS,New York Jets,New York,Jets,TRUE
2019,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2019,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2019,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2019,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2019,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2019,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2019,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2020,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2020,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2020,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2020,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2020,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2020,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2020,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2020,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2020,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2020,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2020,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2020,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2020,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2020,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2020,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2020,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2020,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2020,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2020,LV,RAIDERS,Las Vegas Raiders,Las Vegas,Raiders,TRUE
2020,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2020,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2020,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2020,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2020,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2020,NYJ,JETS,New York Jets,New York,Jets,TRUE
2020,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2020,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2020,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2020,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2020,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2020,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2020,WAS,WASHINGTON,Washington Football Team,Washington,Football Team,TRUE
2021,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2021,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2021,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2021,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2021,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2021,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2021,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2021,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2021,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2021,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2021,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2021,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2021,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2021,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2021,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2021,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2021,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2021,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2021,LV,RAIDERS,Las Vegas Raiders,Las Vegas,Raiders,TRUE
2021,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2021,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2021,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2021,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2021,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2021,NYJ,JETS,New York Jets,New York,Jets,TRUE
2021,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2021,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2021,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2021,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2021,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2021,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2021,WAS,WASHINGTON,Washington Football Team,Washington,Football Team,TRUE
2022,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2022,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2022,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2022,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2022,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2022,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2022,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2022,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2022,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2022,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2022,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2022,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2022,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2022,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2022,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2022,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2022,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2022,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2022,LV,RAIDERS,Las Vegas Raiders,Las Vegas,Raiders,TRUE
2022,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2022,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2022,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2022,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2022,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2022,NYJ,JETS,New York Jets,New York,Jets,TRUE
2022,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2022,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2022,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2022,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2022,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2022,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2022,WAS,WASHINGTON,Washington Commanders,Washington,Commanders,TRUE
2023,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2023,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2023,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2023,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2023,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2023,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2023,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2023,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2023,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2023,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2023,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2023,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2023,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2023,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2023,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2023,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2023,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2023,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2023,LV,RAIDERS,Las Vegas Raiders,Las Vegas,Raiders,TRUE
2023,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2023,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2023,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2023,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2023,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2023,NYJ,JETS,New York Jets,New York,Jets,TRUE
2023,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2023,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2023,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2023,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2023,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2023,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2023,WAS,WASHINGTON,Washington Commanders,Washington,Commanders,TRUE
2024,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2024,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2024,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2024,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2024,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2024,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2024,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2024,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2024,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2024,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2024,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2024,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2024,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2024,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2024,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2024,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2024,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2024,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2024,LV,RAIDERS,Las Vegas Raiders,Las Vegas,Raiders,TRUE
2024,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2024,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2024,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2024,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2024,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2024,NYJ,JETS,New York Jets,New York,Jets,TRUE
2024,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2024,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2024,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2024,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2024,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2024,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2024,WAS,WASHINGTON,Washington Commanders,Washington,Commanders,TRUE
2025,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2025,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2025,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2025,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2025,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2025,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2025,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2025,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2025,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2025,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2025,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2025,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2025,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2025,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2025,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2025,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2025,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2025,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2025,LV,RAIDERS,Las Vegas Raiders,Las Vegas,Raiders,TRUE
2025,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2025,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2025,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2025,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2025,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2025,NYJ,JETS,New York Jets,New York,Jets,TRUE
2025,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2025,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2025,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2025,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2025,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2025,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2025,WAS,WASHINGTON,Washington Commanders,Washington,Commanders,TRUE
