season,team_id,franchise_id,historical_team_name,city,nickname,active
2006,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2006,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2006,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2006,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2006,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2006,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2006,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2007,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2007,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2007,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2007,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2007,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2007,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2007,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2007,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2007,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2007,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2007,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2007,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2007,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2007,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2007,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2007,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2007,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2007,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2007,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2007,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2007,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2007,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2007,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2007,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2007,NYJ,JETS,New York Jets,New York,Jets,TRUE
2007,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2007,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2007,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2007,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2007,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2007,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2007,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2008,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2008,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2008,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2008,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2008,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2008,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2008,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2008,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2008,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2008,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2008,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2008,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2008,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2008,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2008,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2008,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2008,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2008,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2008,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2008,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2008,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2008,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2008,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2008,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2008,NYJ,JETS,New York Jets,New York,Jets,TRUE
2008,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2008,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2008,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2008,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2008,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2008,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2008,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2009,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2009,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2009,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2009,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2009,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2009,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2009,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2009,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2009,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2009,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2009,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2009,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2009,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2009,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2009,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2009,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2009,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2009,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2009,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2009,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2009,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2009,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2009,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2009,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2009,NYJ,JETS,New York Jets,New York,Jets,TRUE
2009,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2009,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2009,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2009,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2009,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2009,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2009,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2010,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2010,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2010,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2010,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2010,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2010,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2010,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2010,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2010,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2010,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2010,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2010,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2010,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2010,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2010,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2010,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2010,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2010,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2010,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2010,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2010,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2010,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2010,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2010,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2010,NYJ,JETS,New York Jets,New York,Jets,TRUE
2010,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2010,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2010,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2010,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2010,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2010,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2010,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2011,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2011,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2011,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2011,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2011,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2011,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2011,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2011,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2011,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2011,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2011,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2011,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2011,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2011,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2011,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2011,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2011,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2011,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2011,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2011,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2011,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2011,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2011,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2011,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2011,NYJ,JETS,New York Jets,New York,Jets,TRUE
2011,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2011,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2011,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2011,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2011,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2011,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2011,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2012,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2012,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2012,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2012,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2012,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2012,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2012,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2012,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2012,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2012,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2012,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2012,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2012,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2012,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2012,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2012,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2012,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2012,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2012,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2012,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2012,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2012,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2012,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2012,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2012,NYJ,JETS,New York Jets,New York,Jets,TRUE
2012,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2012,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2012,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2012,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2012,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2012,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2012,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2013,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2013,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2013,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2013,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2013,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2013,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2013,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2013,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2013,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2013,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2013,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2013,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2013,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2013,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2013,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2013,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2013,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2013,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2013,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2013,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2013,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2013,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2013,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2013,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2013,NYJ,JETS,New York Jets,New York,Jets,TRUE
2013,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2013,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2013,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2013,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2013,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2013,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2013,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2014,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2014,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2014,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2014,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2014,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2014,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2014,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2014,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2014,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2014,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2014,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2014,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2014,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2014,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2014,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2014,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2014,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2014,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2014,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2014,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2014,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2014,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2014,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2014,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2014,NYJ,JETS,New York Jets,New York,Jets,TRUE
2014,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2014,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2014,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2014,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2014,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2014,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2014,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2015,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2015,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2015,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2015,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2015,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2015,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2015,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2015,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2015,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2015,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2015,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2015,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2015,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2015,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2015,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2015,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2015,LA,RAMS,St. Louis Rams,St. Louis,Rams,TRUE
2015,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2015,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2015,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2015,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2015,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2015,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2015,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2015,NYJ,JETS,New York Jets,New York,Jets,TRUE
2015,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2015,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2015,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2015,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2015,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2015,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2015,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2016,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2016,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2016,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2016,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2016,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2016,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2016,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2016,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2016,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2016,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2016,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2016,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2016,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2016,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2016,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2016,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2016,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2016,LAC,CHARGERS,San Diego Chargers,San Diego,Chargers,TRUE
2016,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2016,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2016,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2016,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2016,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2016,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2016,NYJ,JETS,New York Jets,New York,Jets,TRUE
2016,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2016,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2016,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2016,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2016,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2016,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2016,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2017,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2017,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2017,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2017,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2017,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2017,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2017,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2017,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2017,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2017,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
2017,DET,LIONS,Detroit Lions,Detroit,Lions,TRUE
2017,GB,PACKERS,Green Bay Packers,Green Bay,Packers,TRUE
2017,HOU,TEXANS,Houston Texans,Houston,Texans,TRUE
2017,IND,COLTS,Indianapolis Colts,Indianapolis,Colts,TRUE
2017,JAX,JAGUARS,Jacksonville Jaguars,Jacksonville,Jaguars,TRUE
2017,KC,CHIEFS,Kansas City Chiefs,Kansas City,Chiefs,TRUE
2017,LA,RAMS,Los Angeles Rams,Los Angeles,Rams,TRUE
2017,LAC,CHARGERS,Los Angeles Chargers,Los Angeles,Chargers,TRUE
2017,LV,RAIDERS,Oakland Raiders,Oakland,Raiders,TRUE
2017,MIA,DOLPHINS,Miami Dolphins,Miami,Dolphins,TRUE
2017,MIN,VIKINGS,Minnesota Vikings,Minnesota,Vikings,TRUE
2017,NE,PATRIOTS,New England Patriots,New England,Patriots,TRUE
2017,NO,SAINTS,New Orleans Saints,New Orleans,Saints,TRUE
2017,NYG,GIANTS,New York Giants,New York,Giants,TRUE
2017,NYJ,JETS,New York Jets,New York,Jets,TRUE
2017,PHI,EAGLES,Philadelphia Eagles,Philadelphia,Eagles,TRUE
2017,PIT,STEELERS,Pittsburgh Steelers,Pittsburgh,Steelers,TRUE
2017,SEA,SEAHAWKS,Seattle Seahawks,Seattle,Seahawks,TRUE
2017,SF,49ERS,San Francisco 49ers,San Francisco,49ers,TRUE
2017,TB,BUCCANEERS,Tampa Bay Buccaneers,Tampa Bay,Buccaneers,TRUE
2017,TEN,TITANS,Tennessee Titans,Tennessee,Titans,TRUE
2017,WAS,WASHINGTON,Washington Redskins,Washington,Redskins,TRUE
2018,ARI,CARDINALS,Arizona Cardinals,Arizona,Cardinals,TRUE
2018,ATL,FALCONS,Atlanta Falcons,Atlanta,Falcons,TRUE
2018,BAL,RAVENS,Baltimore Ravens,Baltimore,Ravens,TRUE
2018,BUF,BILLS,Buffalo Bills,Buffalo,Bills,TRUE
2018,CAR,PANTHERS,Carolina Panthers,Carolina,Panthers,TRUE
2018,CHI,BEARS,Chicago Bears,Chicago,Bears,TRUE
2018,CIN,BENGALS,Cincinnati Bengals,Cincinnati,Bengals,TRUE
2018,CLE,BROWNS,Cleveland Browns,Cleveland,Browns,TRUE
2018,DAL,COWBOYS,Dallas Cowboys,Dallas,Cowboys,TRUE
2018,DEN,BRONCOS,Denver Broncos,Denver,Broncos,TRUE
