game_id,season,date,game_type,neutral_site,home_team,away_team,home_score,away_score,home_result,winner,point_margin,total_points,elo1,elo2,elo_prob1
1995_1995-12-10_BUF_LAR,1995,1995-12-10,Regular Season,FALSE,LAR,BUF,27,45,L,BUF,18,72,1423.576,1497.575,0.4870522932576808
1995_1995-12-10_DAL_PHI,1995,1995-12-10,Regular Season,FALSE,PHI,DAL,20,17,W,PHI,3,37,1523.355,1680.361,0.37060339635174144
1995_1995-12-10_SF_CAR,1995,1995-12-10,Regular Season,FALSE,CAR,SF,10,31,L,SF,21,41,1393.305,1714.287,0.1864035031500133
1995_1995-12-10_NO_ATL,1995,1995-12-10,Regular Season,FALSE,ATL,NO,19,14,W,ATL,5,33,1503.229,1492.642,0.6070941209429045
1995_1995-12-11_KC_MIA,1995,1995-12-11,Regular Season,FALSE,MIA,KC,13,6,W,MIA,7,19,1524.205,1675.292,0.3785854493714135
1995_1995-12-16_NE_PIT,1995,1995-12-16,Regular Season,FALSE,PIT,NE,41,27,W,PIT,14,68,1621.509,1475.927,0.7706892961935704
1995_1995-12-16_GB_NO,1995,1995-12-16,Regular Season,FALSE,NO,GB,23,34,L,GB,11,57,1479.03,1593.844,0.42879911009715393
1995_1995-12-17_NYG_DAL,1995,1995-12-17,Regular Season,FALSE,DAL,NYG,21,20,W,DAL,1,41,1662.148,1481.935,0.8040118005781867
1995_1995-12-17_WSH_LAR,1995,1995-12-17,Regular Season,FALSE,LAR,WSH,23,35,L,WSH,12,58,1395.011,1392.731,0.5956313112478778
1995_1995-12-17_DEN_KC,1995,1995-12-17,Regular Season,FALSE,KC,DEN,20,17,W,KC,3,37,1648.395,1486.827,0.7865460660481557
1995_1995-12-17_NYJ_TEN,1995,1995-12-17,Regular Season,FALSE,TEN,NYJ,23,6,W,TEN,17,29,1435.427,1320.069,0.7385072007250573
1995_1995-12-17_ARI_PHI,1995,1995-12-17,Regular Season,FALSE,PHI,ARI,21,20,W,PHI,1,41,1541.567,1373.864,0.7924152956118519
1995_1995-12-17_OAK_SEA,1995,1995-12-17,Regular Season,FALSE,SEA,OAK,44,10,W,SEA,34,54,1468.633,1512.707,0.530078572195746
1995_1995-12-17_MIA_BUF,1995,1995-12-17,Regular Season,FALSE,BUF,MIA,23,20,W,BUF,3,43,1526.14,1551.101,0.557367021156388
1995_1995-12-17_ATL_CAR,1995,1995-12-17,Regular Season,FALSE,CAR,ATL,21,17,W,CAR,4,38,1382.982,1516.841,0.4021813676702155
1995_1995-12-17_TB_CHI,1995,1995-12-17,Regular Season,FALSE,CHI,TB,31,10,W,CHI,21,41,1476.388,1426.112,0.6600645749793129
1995_1995-12-17_CIN_CLE,1995,1995-12-17,Regular Season,FALSE,CLE,CIN,26,10,W,CLE,16,36,1389.041,1422.037,0.5459276306797365
1995_1995-12-17_LAC_IND,1995,1995-12-17,Regular Season,FALSE,IND,LAC,24,27,L,LAC,3,51,1506.85,1531.236,0.558183463884295
1995_1995-12-17_JAX_DET,1995,1995-12-17,Regular Season,FALSE,DET,JAX,44,0,W,DET,44,44,1585.688,1255.957,0.9065529344645864
1995_1995-12-18_MIN_SF,1995,1995-12-18,Regular Season,FALSE,SF,MIN,37,30,W,SF,7,67,1724.609,1555.198,0.7940279505590505
1995_1995-12-23_NE_IND,1995,1995-12-23,Regular Season,FALSE,IND,NE,10,7,W,IND,3,17,1491.083,1464.592,0.6287048315705948
1995_1995-12-23_LAC_NYG,1995,1995-12-23,Regular Season,FALSE,NYG,LAC,17,27,L,LAC,10,44,1479.49,1547.003,0.49638356535416334
1995_1995-12-23_DET_TB,1995,1995-12-23,Regular Season,FALSE,TB,DET,10,37,L,DET,27,47,1406.144,1591.72,0.3331235730487114
1995_1995-12-24_PHI_CHI,1995,1995-12-24,Regular Season,FALSE,CHI,PHI,20,14,W,CHI,6,34,1496.357,1544.17,0.5247139253922695
1995_1995-12-24_CAR_WSH,1995,1995-12-24,Regular Season,FALSE,WSH,CAR,20,17,W,WSH,3,37,1424.25,1402.847,0.6218424011737836
1995_1995-12-24_DEN_OAK,1995,1995-12-24,Regular Season,FALSE,OAK,DEN,28,31,L,DEN,3,59,1479.607,1481.462,0.589885446287848
1995_1995-12-24_NO_NYJ,1995,1995-12-24,Regular Season,FALSE,NYJ,NO,0,12,L,NO,12,12,1306.098,1458.191,0.37722402803915217
1995_1995-12-24_SEA_KC,1995,1995-12-24,Regular Season,FALSE,KC,SEA,26,3,W,KC,23,29,1653.761,1501.733,0.7771810183780515
1995_1995-12-24_CLE_JAX,1995,1995-12-24,Regular Season,FALSE,JAX,CLE,24,21,W,JAX,3,45,1249.925,1414.402,0.36062888662180786
1995_1995-12-24_PIT_GB,1995,1995-12-24,Regular Season,FALSE,GB,PIT,24,19,W,GB,5,43,1614.683,1632.843,0.5670027346625799
1995_1995-12-24_TEN_BUF,1995,1995-12-24,Regular Season,FALSE,BUF,TEN,17,28,L,TEN,11,45,1538.193,1449.398,0.7079224461428963
1995_1995-12-24_SF_ATL,1995,1995-12-24,Regular Season,FALSE,ATL,SF,28,27,W,ATL,1,55,1496.976,1732.351,0.2727415370856126
1995_1995-12-24_MIA_LAR,1995,1995-12-24,Regular Season,FALSE,LAR,MIA,22,41,L,MIA,19,63,1363.491,1539.048,0.34605687327255463
1995_1995-12-24_MIN_CIN,1995,1995-12-24,Regular Season,FALSE,CIN,MIN,27,24,W,CIN,3,51,1396.676,1547.456,0.3790012953364187
1995_1995-12-25_DAL_ARI,1995,1995-12-25,Regular Season,FALSE,ARI,DAL,13,37,L,DAL,24,50,1371.262,1664.593,0.21175501953979736
