game_id,season,week,date,game_type,neutral_site,home_team,away_team,home_score,away_score,home_result,winner,point_margin,total_points,source
1995_1995-09-03_BUF_DEN,1995,NA,1995-09-03,Regular Season,FALSE,DEN,BUF,22,7,W,DEN,15,29,FiveThirtyEight
1995_1995-09-03_CIN_IND,1995,NA,1995-09-03,Regular Season,FALSE,IND,CIN,21,24,L,CIN,3,45,FiveThirtyEight
1995_1995-09-03_CAR_ATL,1995,NA,1995-09-03,Regular Season,FALSE,ATL,CAR,23,20,W,ATL,3,43,FiveThirtyEight
1995_1995-09-03_DET_PIT,1995,NA,1995-09-03,Regular Season,FALSE,PIT,DET,23,20,W,PIT,3,43,FiveThirtyEight
1995_1995-09-03_TB_PHI,1995,NA,1995-09-03,Regular Season,FALSE,PHI,TB,6,21,L,TB,15,27,FiveThirtyEight
1995_1995-09-03_CLE_NE,1995,NA,1995-09-03,Regular Season,FALSE,NE,CLE,17,14,W,NE,3,31,FiveThirtyEight
1995_1995-09-03_SF_NO,1995,NA,1995-09-03,Regular Season,FALSE,NO,SF,22,24,L,SF,2,46,FiveThirtyEight
1995_1995-09-03_LAC_LV,1995,NA,1995-09-03,Regular Season,FALSE,LV,LAC,17,7,W,LV,10,24,FiveThirtyEight
1995_1995-09-03_KC_SEA,1995,NA,1995-09-03,Regular Season,FALSE,SEA,KC,10,34,L,KC,24,44,FiveThirtyEight
1995_1995-09-03_MIN_CHI,1995,NA,1995-09-03,Regular Season,FALSE,CHI,MIN,31,14,W,CHI,17,45,FiveThirtyEight
1995_1995-09-03_ARI_WAS,1995,NA,1995-09-03,Regular Season,FALSE,WAS,ARI,27,7,W,WAS,20,34,FiveThirtyEight
1995_1995-09-03_TEN_JAX,1995,NA,1995-09-03,Regular Season,FALSE,JAX,TEN,3,10,L,TEN,7,13,FiveThirtyEight
1995_1995-09-03_LA_GB,1995,NA,1995-09-03,Regular Season,FALSE,GB,LA,14,17,L,LA,3,31,FiveThirtyEight
1995_1995-09-03_NYJ_MIA,1995,NA,1995-09-03,Regular Season,FALSE,MIA,NYJ,52,14,W,MIA,38,66,FiveThirtyEight
1995_1995-09-04_DAL_NYG,1995,NA,1995-09-04,Regular Season,FALSE,NYG,DAL,0,35,L,DAL,35,35,FiveThirtyEight
1995_1995-09-10_DEN_DAL,1995,NA,1995-09-10,Regular Season,FALSE,DAL,DEN,31,21,W,DAL,10,52,FiveThirtyEight
1995_1995-09-10_CAR_BUF,1995,NA,1995-09-10,Regular Season,FALSE,BUF,CAR,31,9,W,BUF,22,40,FiveThirtyEight
1995_1995-09-10_JAX_CIN,1995,NA,1995-09-10,Regular Season,FALSE,CIN,JAX,24,17,W,CIN,7,41,FiveThirtyEight
1995_1995-09-10_TB_CLE,1995,NA,1995-09-10,Regular Season,FALSE,CLE,TB,22,6,W,CLE,16,28,FiveThirtyEight
1995_1995-09-10_PHI_ARI,1995,NA,1995-09-10,Regular Season,FALSE,ARI,PHI,19,31,L,PHI,12,50,FiveThirtyEight
1995_1995-09-10_SEA_LAC,1995,NA,1995-09-10,Regular Season,FALSE,LAC,SEA,14,10,W,LAC,4,24,FiveThirtyEight
1995_1995-09-10_NO_LA,1995,NA,1995-09-10,Regular Season,FALSE,LA,NO,17,13,W,LA,4,30,FiveThirtyEight
1995_1995-09-10_DET_MIN,1995,NA,1995-09-10,Regular Season,FALSE,MIN,DET,20,10,W,MIN,10,30,FiveThirtyEight
1995_1995-09-10_MIA_NE,1995,NA,1995-09-10,Regular Season,FALSE,NE,MIA,3,20,L,MIA,17,23,FiveThirtyEight
1995_1995-09-10_IND_NYJ,1995,NA,1995-09-10,Regular Season,FALSE,NYJ,IND,24,27,L,IND,3,51,FiveThirtyEight
1995_1995-09-10_PIT_TEN,1995,NA,1995-09-10,Regular Season,FALSE,TEN,PIT,17,34,L,PIT,17,51,FiveThirtyEight
1995_1995-09-10_ATL_SF,1995,NA,1995-09-10,Regular Season,FALSE,SF,ATL,41,10,W,SF,31,51,FiveThirtyEight
1995_1995-09-10_LV_WAS,1995,NA,1995-09-10,Regular Season,FALSE,WAS,LV,8,20,L,LV,12,28,FiveThirtyEight
1995_1995-09-10_NYG_KC,1995,NA,1995-09-10,Regular Season,FALSE,KC,NYG,20,17,W,KC,3,37,FiveThirtyEight
1995_1995-09-11_GB_CHI,1995,NA,1995-09-11,Regular Season,FALSE,CHI,GB,24,27,L,GB,3,51,FiveThirtyEight
1995_1995-09-17_CHI_TB,1995,NA,1995-09-17,Regular Season,FALSE,TB,CHI,6,25,L,CHI,19,31,FiveThirtyEight
1995_1995-09-17_JAX_NYJ,1995,NA,1995-09-17,Regular Season,FALSE,NYJ,JAX,27,10,W,NYJ,17,37,FiveThirtyEight
1995_1995-09-17_CLE_TEN,1995,NA,1995-09-17,Regular Season,FALSE,TEN,CLE,7,14,L,CLE,7,21,FiveThirtyEight
1995_1995-09-17_CIN_SEA,1995,NA,1995-09-17,Regular Season,FALSE,SEA,CIN,24,21,W,SEA,3,45,FiveThirtyEight
1995_1995-09-17_NE_SF,1995,NA,1995-09-17,Regular Season,FALSE,SF,NE,28,3,W,SF,25,31,FiveThirtyEight
1995_1995-09-17_LAC_PHI,1995,NA,1995-09-17,Regular Season,FALSE,PHI,LAC,21,27,L,LAC,6,48,FiveThirtyEight
1995_1995-09-17_LA_CAR,1995,NA,1995-09-17,Regular Season,FALSE,CAR,LA,10,31,L,LA,21,41,FiveThirtyEight
1995_1995-09-17_IND_BUF,1995,NA,1995-09-17,Regular Season,FALSE,BUF,IND,20,14,W,BUF,6,34,FiveThirtyEight
1995_1995-09-17_WAS_DEN,1995,NA,1995-09-17,Regular Season,FALSE,DEN,WAS,38,31,W,DEN,7,69,FiveThirtyEight
1995_1995-09-17_ARI_DET,1995,NA,1995-09-17,Regular Season,FALSE,DET,ARI,17,20,L,ARI,3,37,FiveThirtyEight
1995_1995-09-17_NYG_GB,1995,NA,1995-09-17,Regular Season,FALSE,GB,NYG,14,6,W,GB,8,20,FiveThirtyEight
1995_1995-09-17_LV_KC,1995,NA,1995-09-17,Regular Season,FALSE,KC,LV,23,17,W,KC,6,40,FiveThirtyEight
1995_1995-09-17_DAL_MIN,1995,NA,1995-09-17,Regular Season,FALSE,MIN,DAL,17,23,L,DAL,6,40,FiveThirtyEight
1995_1995-09-17_ATL_NO,1995,NA,1995-09-17,Regular Season,FALSE,NO,ATL,24,27,L,ATL,3,51,FiveThirtyEight
1995_1995-09-18_PIT_MIA,1995,NA,1995-09-18,Regular Season,FALSE,MIA,PIT,23,10,W,MIA,13,33,FiveThirtyEight
1995_1995-09-24_MIN_PIT,1995,NA,1995-09-24,Regular Season,FALSE,PIT,MIN,24,44,L,MIN,20,68,FiveThirtyEight
1995_1995-09-24_NO_NYG,1995,NA,1995-09-24,Regular Season,FALSE,NYG,NO,45,29,W,NYG,16,74,FiveThirtyEight
1995_1995-09-24_GB_JAX,1995,NA,1995-09-24,Regular Season,FALSE,JAX,GB,14,24,L,GB,10,38,FiveThirtyEight
1995_1995-09-24_WAS_TB,1995,NA,1995-09-24,Regular Season,FALSE,TB,WAS,14,6,W,TB,8,20,FiveThirtyEight
1995_1995-09-24_NYJ_ATL,1995,NA,1995-09-24,Regular Season,FALSE,ATL,NYJ,13,3,W,ATL,10,16,FiveThirtyEight
1995_1995-09-24_PHI_LV,1995,NA,1995-09-24,Regular Season,FALSE,LV,PHI,48,17,W,LV,31,65,FiveThirtyEight
1995_1995-09-24_CHI_LA,1995,NA,1995-09-24,Regular Season,FALSE,LA,CHI,34,28,W,LA,6,62,FiveThirtyEight
1995_1995-09-24_TEN_CIN,1995,NA,1995-09-24,Regular Season,FALSE,CIN,TEN,28,38,L,TEN,10,66,FiveThirtyEight
1995_1995-09-24_KC_CLE,1995,NA,1995-09-24,Regular Season,FALSE,CLE,KC,35,17,W,CLE,18,52,FiveThirtyEight
1995_1995-09-24_ARI_DAL,1995,NA,1995-09-24,Regular Season,FALSE,DAL,ARI,34,20,W,DAL,14,54,FiveThirtyEight
1995_1995-09-24_DEN_LAC,1995,NA,1995-09-24,Regular Season,FALSE,LAC,DEN,17,6,W,LAC,11,23,FiveThirtyEight
1995_1995-09-25_SF_DET,1995,NA,1995-09-25,Regular Season,FALSE,DET,SF,27,24,W,DET,3,51,FiveThirtyEight
1995_1995-10-01_NYG_SF,1995,NA,1995-10-01,Regular Season,FALSE,SF,NYG,20,6,W,SF,14,26,FiveThirtyEight
1995_1995-10-01_LAC_PIT,1995,NA,1995-10-01,Regular Season,FALSE,PIT,LAC,31,16,W,PIT,15,47,FiveThirtyEight
1995_1995-10-01_LA_IND,1995,NA,1995-10-01,Regular Season,FALSE,IND,LA,21,18,W,IND,3,39,FiveThirtyEight
1995_1995-10-01_NE_ATL,1995,NA,1995-10-01,Regular Season,FALSE,ATL,NE,30,17,W,ATL,13,47,FiveThirtyEight
1995_1995-10-01_TB_CAR,1995,NA,1995-10-01,Regular Season,FALSE,CAR,TB,13,20,L,TB,7,33,FiveThirtyEight
1995_1995-10-01_DAL_WAS,1995,NA,1995-10-01,Regular Season,FALSE,WAS,DAL,27,23,W,WAS,4,50,FiveThirtyEight
1995_1995-10-01_MIA_CIN,1995,NA,1995-10-01,Regular Season,FALSE,CIN,MIA,23,26,L,MIA,3,49,FiveThirtyEight
1995_1995-10-01_KC_ARI,1995,NA,1995-10-01,Regular Season,FALSE,ARI,KC,3,24,L,KC,21,27,FiveThirtyEight
1995_1995-10-01_PHI_NO,1995,NA,1995-10-01,Regular Season,FALSE,NO,PHI,10,15,L,PHI,5,25,FiveThirtyEight
1995_1995-10-01_LV_NYJ,1995,NA,1995-10-01,Regular Season,FALSE,NYJ,LV,10,47,L,LV,37,57,FiveThirtyEight
1995_1995-10-01_JAX_TEN,1995,NA,1995-10-01,Regular Season,FALSE,TEN,JAX,16,17,L,JAX,1,33,FiveThirtyEight
1995_1995-10-01_DEN_SEA,1995,NA,1995-10-01,Regular Season,FALSE,SEA,DEN,27,10,W,SEA,17,37,FiveThirtyEight
1995_1995-10-02_BUF_CLE,1995,NA,1995-10-02,Regular Season,FALSE,CLE,BUF,19,22,L,BUF,3,41,FiveThirtyEight
1995_1995-10-08_WAS_PHI,1995,NA,1995-10-08,Regular Season,FALSE,PHI,WAS,37,34,W,PHI,3,71,FiveThirtyEight
1995_1995-10-08_CAR_CHI,1995,NA,1995-10-08,Regular Season,FALSE,CHI,CAR,31,27,W,CHI,4,58,FiveThirtyEight
1995_1995-10-08_GB_DAL,1995,NA,1995-10-08,Regular Season,FALSE,DAL,GB,34,24,W,DAL,10,58,FiveThirtyEight
1995_1995-10-08_CLE_DET,1995,NA,1995-10-08,Regular Season,FALSE,DET,CLE,38,20,W,DET,18,58,FiveThirtyEight
1995_1995-10-08_PIT_JAX,1995,NA,1995-10-08,Regular Season,FALSE,JAX,PIT,20,16,W,JAX,4,36,FiveThirtyEight
1995_1995-10-08_IND_MIA,1995,NA,1995-10-08,Regular Season,FALSE,MIA,IND,24,27,L,IND,3,51,FiveThirtyEight
1995_1995-10-08_TEN_MIN,1995,NA,1995-10-08,Regular Season,FALSE,MIN,TEN,23,17,W,MIN,6,40,FiveThirtyEight
1995_1995-10-08_DEN_NE,1995,NA,1995-10-08,Regular Season,FALSE,NE,DEN,3,37,L,DEN,34,40,FiveThirtyEight
1995_1995-10-08_ARI_NYG,1995,NA,1995-10-08,Regular Season,FALSE,NYG,ARI,27,21,W,NYG,6,48,FiveThirtyEight
1995_1995-10-08_SEA_LV,1995,NA,1995-10-08,Regular Season,FALSE,LV,SEA,34,14,W,LV,20,48,FiveThirtyEight
1995_1995-10-08_CIN_TB,1995,NA,1995-10-08,Regular Season,FALSE,TB,CIN,19,16,W,TB,3,35,FiveThirtyEight
1995_1995-10-08_NYJ_BUF,1995,NA,1995-10-08,Regular Season,FALSE,BUF,NYJ,29,10,W,BUF,19,39,FiveThirtyEight
1995_1995-10-09_LAC_KC,1995,NA,1995-10-09,Regular Season,FALSE,KC,LAC,29,23,W,KC,6,52,FiveThirtyEight
1995_1995-10-12_ATL_LA,1995,NA,1995-10-12,Regular Season,FALSE,LA,ATL,21,19,W,LA,2,40,FiveThirtyEight
1995_1995-10-15_DET_GB,1995,NA,1995-10-15,Regular Season,FALSE,GB,DET,30,21,W,GB,9,51,FiveThirtyEight
1995_1995-10-15_WAS_ARI,1995,NA,1995-10-15,Regular Season,FALSE,ARI,WAS,24,20,W,ARI,4,44,FiveThirtyEight
1995_1995-10-15_SF_IND,1995,NA,1995-10-15,Regular Season,FALSE,IND,SF,18,17,W,IND,1,35,FiveThirtyEight
1995_1995-10-15_PHI_NYG,1995,NA,1995-10-15,Regular Season,FALSE,NYG,PHI,14,17,L,PHI,3,31,FiveThirtyEight
1995_1995-10-15_MIN_TB,1995,NA,1995-10-15,Regular Season,FALSE,TB,MIN,20,17,W,TB,3,37,FiveThirtyEight
1995_1995-10-15_DAL_LAC,1995,NA,1995-10-15,Regular Season,FALSE,LAC,DAL,9,23,L,DAL,14,32,FiveThirtyEight
1995_1995-10-15_MIA_NO,1995,NA,1995-10-15,Regular Season,FALSE,NO,MIA,33,30,W,NO,3,63,FiveThirtyEight
1995_1995-10-15_CHI_JAX,1995,NA,1995-10-15,Regular Season,FALSE,JAX,CHI,27,30,L,CHI,3,57,FiveThirtyEight
1995_1995-10-15_NYJ_CAR,1995,NA,1995-10-15,Regular Season,FALSE,CAR,NYJ,26,15,W,CAR,11,41,FiveThirtyEight
1995_1995-10-15_NE_KC,1995,NA,1995-10-15,Regular Season,FALSE,KC,NE,31,26,W,KC,5,57,FiveThirtyEight
1995_1995-10-15_SEA_BUF,1995,NA,1995-10-15,Regular Season,FALSE,BUF,SEA,27,21,W,BUF,6,48,FiveThirtyEight
1995_1995-10-16_LV_DEN,1995,NA,1995-10-16,Regular Season,FALSE,DEN,LV,27,0,W,DEN,27,27,FiveThirtyEight
1995_1995-10-19_CIN_PIT,1995,NA,1995-10-19,Regular Season,FALSE,PIT,CIN,9,27,L,CIN,18,36,FiveThirtyEight
1995_1995-10-22_TEN_CHI,1995,NA,1995-10-22,Regular Season,FALSE,CHI,TEN,35,32,W,CHI,3,67,FiveThirtyEight
1995_1995-10-22_NO_CAR,1995,NA,1995-10-22,Regular Season,FALSE,CAR,NO,20,3,W,CAR,17,23,FiveThirtyEight
1995_1995-10-22_JAX_CLE,1995,NA,1995-10-22,Regular Season,FALSE,CLE,JAX,15,23,L,JAX,8,38,FiveThirtyEight
1995_1995-10-22_KC_DEN,1995,NA,1995-10-22,Regular Season,FALSE,DEN,KC,7,21,L,KC,14,28,FiveThirtyEight
1995_1995-10-22_MIN_GB,1995,NA,1995-10-22,Regular Season,FALSE,GB,MIN,38,21,W,GB,17,59,FiveThirtyEight
1995_1995-10-22_MIA_NYJ,1995,NA,1995-10-22,Regular Season,FALSE,NYJ,MIA,17,16,W,NYJ,1,33,FiveThirtyEight
1995_1995-10-22_IND_LV,1995,NA,1995-10-22,Regular Season,FALSE,LV,IND,30,17,W,LV,13,47,FiveThirtyEight
1995_1995-10-22_DET_WAS,1995,NA,1995-10-22,Regular Season,FALSE,WAS,DET,36,30,W,WAS,6,66,FiveThirtyEight
1995_1995-10-22_LAC_SEA,1995,NA,1995-10-22,Regular Season,FALSE,SEA,LAC,25,35,L,LAC,10,60,FiveThirtyEight
1995_1995-10-22_SF_LA,1995,NA,1995-10-22,Regular Season,FALSE,LA,SF,10,44,L,SF,34,54,FiveThirtyEight
1995_1995-10-22_ATL_TB,1995,NA,1995-10-22,Regular Season,FALSE,TB,ATL,21,24,L,ATL,3,45,FiveThirtyEight
1995_1995-10-23_BUF_NE,1995,NA,1995-10-23,Regular Season,FALSE,NE,BUF,27,14,W,NE,13,41,FiveThirtyEight
1995_1995-10-29_CAR_NE,1995,NA,1995-10-29,Regular Season,FALSE,NE,CAR,17,20,L,CAR,3,37,FiveThirtyEight
1995_1995-10-29_LA_PHI,1995,NA,1995-10-29,Regular Season,FALSE,PHI,LA,20,9,W,PHI,11,29,FiveThirtyEight
1995_1995-10-29_NYG_WAS,1995,NA,1995-10-29,Regular Season,FALSE,WAS,NYG,15,24,L,NYG,9,39,FiveThirtyEight
1995_1995-10-29_JAX_PIT,1995,NA,1995-10-29,Regular Season,FALSE,PIT,JAX,24,7,W,PIT,17,31,FiveThirtyEight
1995_1995-10-29_NO_SF,1995,NA,1995-10-29,Regular Season,FALSE,SF,NO,7,11,L,NO,4,18,FiveThirtyEight
1995_1995-10-29_BUF_MIA,1995,NA,1995-10-29,Regular Season,FALSE,MIA,BUF,23,6,W,MIA,17,29,FiveThirtyEight
1995_1995-10-29_TB_TEN,1995,NA,1995-10-29,Regular Season,FALSE,TEN,TB,19,7,W,TEN,12,26,FiveThirtyEight
1995_1995-10-29_GB_DET,1995,NA,1995-10-29,Regular Season,FALSE,DET,GB,24,16,W,DET,8,40,FiveThirtyEight
1995_1995-10-29_SEA_ARI,1995,NA,1995-10-29,Regular Season,FALSE,ARI,SEA,20,14,W,ARI,6,34,FiveThirtyEight
1995_1995-10-29_NYJ_IND,1995,NA,1995-10-29,Regular Season,FALSE,IND,NYJ,17,10,W,IND,7,27,FiveThirtyEight
1995_1995-10-29_CLE_CIN,1995,NA,1995-10-29,Regular Season,FALSE,CIN,CLE,26,29,L,CLE,3,55,FiveThirtyEight
1995_1995-10-29_DAL_ATL,1995,NA,1995-10-29,Regular Season,FALSE,ATL,DAL,13,28,L,DAL,15,41,FiveThirtyEight
1995_1995-10-30_CHI_MIN,1995,NA,1995-10-30,Regular Season,FALSE,MIN,CHI,6,14,L,CHI,8,20,FiveThirtyEight
1995_1995-11-05_WAS_KC,1995,NA,1995-11-05,Regular Season,FALSE,KC,WAS,24,3,W,KC,21,27,FiveThirtyEight
1995_1995-11-05_LA_NO,1995,NA,1995-11-05,Regular Season,FALSE,NO,LA,19,10,W,NO,9,29,FiveThirtyEight
1995_1995-11-05_DET_ATL,1995,NA,1995-11-05,Regular Season,FALSE,ATL,DET,34,22,W,ATL,12,56,FiveThirtyEight
1995_1995-11-05_PIT_CHI,1995,NA,1995-11-05,Regular Season,FALSE,CHI,PIT,34,37,L,PIT,3,71,FiveThirtyEight
1995_1995-11-05_LV_CIN,1995,NA,1995-11-05,Regular Season,FALSE,CIN,LV,17,20,L,LV,3,37,FiveThirtyEight
1995_1995-11-05_TEN_CLE,1995,NA,1995-11-05,Regular Season,FALSE,CLE,TEN,10,37,L,TEN,27,47,FiveThirtyEight
1995_1995-11-05_MIA_LAC,1995,NA,1995-11-05,Regular Season,FALSE,LAC,MIA,14,24,L,MIA,10,38,FiveThirtyEight
1995_1995-11-05_BUF_IND,1995,NA,1995-11-05,Regular Season,FALSE,IND,BUF,10,16,L,BUF,6,26,FiveThirtyEight
1995_1995-11-05_ARI_DEN,1995,NA,1995-11-05,Regular Season,FALSE,DEN,ARI,38,6,W,DEN,32,44,FiveThirtyEight
1995_1995-11-05_GB_MIN,1995,NA,1995-11-05,Regular Season,FALSE,MIN,GB,27,24,W,MIN,3,51,FiveThirtyEight
1995_1995-11-05_NE_NYJ,1995,NA,1995-11-05,Regular Season,FALSE,NYJ,NE,7,20,L,NE,13,27,FiveThirtyEight
1995_1995-11-05_NYG_SEA,1995,NA,1995-11-05,Regular Season,FALSE,SEA,NYG,30,28,W,SEA,2,58,FiveThirtyEight
1995_1995-11-05_CAR_SF,1995,NA,1995-11-05,Regular Season,FALSE,SF,CAR,7,13,L,CAR,6,20,FiveThirtyEight
1995_1995-11-06_PHI_DAL,1995,NA,1995-11-06,Regular Season,FALSE,DAL,PHI,34,12,W,DAL,22,46,FiveThirtyEight
1995_1995-11-12_DEN_PHI,1995,NA,1995-11-12,Regular Season,FALSE,PHI,DEN,31,13,W,PHI,18,44,FiveThirtyEight
1995_1995-11-12_CIN_TEN,1995,NA,1995-11-12,Regular Season,FALSE,TEN,CIN,25,32,L,CIN,7,57,FiveThirtyEight
1995_1995-11-12_CHI_GB,1995,NA,1995-11-12,Regular Season,FALSE,GB,CHI,35,28,W,GB,7,63,FiveThirtyEight
1995_1995-11-12_LV_NYG,1995,NA,1995-11-12,Regular Season,FALSE,NYG,LV,13,17,L,LV,4,30,FiveThirtyEight
1995_1995-11-12_NE_MIA,1995,NA,1995-11-12,Regular Season,FALSE,MIA,NE,17,34,L,NE,17,51,FiveThirtyEight
1995_1995-11-12_MIN_ARI,1995,NA,1995-11-12,Regular Season,FALSE,ARI,MIN,24,30,L,MIN,6,54,FiveThirtyEight
1995_1995-11-12_ATL_BUF,1995,NA,1995-11-12,Regular Season,FALSE,BUF,ATL,23,17,W,BUF,6,40,FiveThirtyEight
1995_1995-11-12_CAR_LA,1995,NA,1995-11-12,Regular Season,FALSE,LA,CAR,28,17,W,LA,11,45,FiveThirtyEight
1995_1995-11-12_KC_LAC,1995,NA,1995-11-12,Regular Season,FALSE,LAC,KC,7,22,L,KC,15,29,FiveThirtyEight
1995_1995-11-12_SEA_JAX,1995,NA,1995-11-12,Regular Season,FALSE,JAX,SEA,30,47,L,SEA,17,77,FiveThirtyEight
1995_1995-11-12_IND_NO,1995,NA,1995-11-12,Regular Season,FALSE,NO,IND,17,14,W,NO,3,31,FiveThirtyEight
1995_1995-11-12_SF_DAL,1995,NA,1995-11-12,Regular Season,FALSE,DAL,SF,20,38,L,SF,18,58,FiveThirtyEight
1995_1995-11-12_TB_DET,1995,NA,1995-11-12,Regular Season,FALSE,DET,TB,27,24,W,DET,3,51,FiveThirtyEight
1995_1995-11-13_CLE_PIT,1995,NA,1995-11-13,Regular Season,FALSE,PIT,CLE,20,3,W,PIT,17,23,FiveThirtyEight
1995_1995-11-19_ARI_CAR,1995,NA,1995-11-19,Regular Season,FALSE,CAR,ARI,27,7,W,CAR,20,34,FiveThirtyEight
1995_1995-11-19_DET_CHI,1995,NA,1995-11-19,Regular Season,FALSE,CHI,DET,17,24,L,DET,7,41,FiveThirtyEight
1995_1995-11-19_PIT_CIN,1995,NA,1995-11-19,Regular Season,FALSE,CIN,PIT,31,49,L,PIT,18,80,FiveThirtyEight
1995_1995-11-19_GB_CLE,1995,NA,1995-11-19,Regular Season,FALSE,CLE,GB,20,31,L,GB,11,51,FiveThirtyEight
1995_1995-11-19_TEN_KC,1995,NA,1995-11-19,Regular Season,FALSE,KC,TEN,20,13,W,KC,7,33,FiveThirtyEight
1995_1995-11-19_NO_MIN,1995,NA,1995-11-19,Regular Season,FALSE,MIN,NO,43,24,W,MIN,19,67,FiveThirtyEight
1995_1995-11-19_IND_NE,1995,NA,1995-11-19,Regular Season,FALSE,NE,IND,10,24,L,IND,14,34,FiveThirtyEight
1995_1995-11-19_LA_ATL,1995,NA,1995-11-19,Regular Season,FALSE,ATL,LA,31,6,W,ATL,25,37,FiveThirtyEight
1995_1995-11-19_LAC_DEN,1995,NA,1995-11-19,Regular Season,FALSE,DEN,LAC,30,27,W,DEN,3,57,FiveThirtyEight
1995_1995-11-19_BUF_NYJ,1995,NA,1995-11-19,Regular Season,FALSE,NYJ,BUF,26,28,L,BUF,2,54,FiveThirtyEight
1995_1995-11-19_NYG_PHI,1995,NA,1995-11-19,Regular Season,FALSE,PHI,NYG,28,19,W,PHI,9,47,FiveThirtyEight
1995_1995-11-19_DAL_LV,1995,NA,1995-11-19,Regular Season,FALSE,LV,DAL,21,34,L,DAL,13,55,FiveThirtyEight
1995_1995-11-19_JAX_TB,1995,NA,1995-11-19,Regular Season,FALSE,TB,JAX,17,16,W,TB,1,33,FiveThirtyEight
1995_1995-11-19_SEA_WAS,1995,NA,1995-11-19,Regular Season,FALSE,WAS,SEA,20,27,L,SEA,7,47,FiveThirtyEight
1995_1995-11-20_SF_MIA,1995,NA,1995-11-20,Regular Season,FALSE,MIA,SF,20,44,L,SF,24,64,FiveThirtyEight
1995_1995-11-23_MIN_DET,1995,NA,1995-11-23,Regular Season,FALSE,DET,MIN,44,38,W,DET,6,82,FiveThirtyEight
1995_1995-11-23_KC_DAL,1995,NA,1995-11-23,Regular Season,FALSE,DAL,KC,24,12,W,DAL,12,36,FiveThirtyEight
1995_1995-11-26_NYJ_SEA,1995,NA,1995-11-26,Regular Season,FALSE,SEA,NYJ,10,16,L,NYJ,6,26,FiveThirtyEight
1995_1995-11-26_PIT_CLE,1995,NA,1995-11-26,Regular Season,FALSE,CLE,PIT,17,20,L,PIT,3,37,FiveThirtyEight
1995_1995-11-26_MIA_IND,1995,NA,1995-11-26,Regular Season,FALSE,IND,MIA,36,28,W,IND,8,64,FiveThirtyEight
1995_1995-11-26_ATL_ARI,1995,NA,1995-11-26,Regular Season,FALSE,ARI,ATL,40,37,W,ARI,3,77,FiveThirtyEight
1995_1995-11-26_NE_BUF,1995,NA,1995-11-26,Regular Season,FALSE,BUF,NE,25,35,L,NE,10,60,FiveThirtyEight
1995_1995-11-26_LA_SF,1995,NA,1995-11-26,Regular Season,FALSE,SF,LA,41,13,W,SF,28,54,FiveThirtyEight
1995_1995-11-26_PHI_WAS,1995,NA,1995-11-26,Regular Season,FALSE,WAS,PHI,7,14,L,PHI,7,21,FiveThirtyEight
1995_1995-11-26_CHI_NYG,1995,NA,1995-11-26,Regular Season,FALSE,NYG,CHI,24,27,L,CHI,3,51,FiveThirtyEight
1995_1995-11-26_DEN_TEN,1995,NA,1995-11-26,Regular Season,FALSE,TEN,DEN,42,33,W,TEN,9,75,FiveThirtyEight
1995_1995-11-26_TB_GB,1995,NA,1995-11-26,Regular Season,FALSE,GB,TB,35,13,W,GB,22,48,FiveThirtyEight
1995_1995-11-26_CIN_JAX,1995,NA,1995-11-26,Regular Season,FALSE,JAX,CIN,13,17,L,CIN,4,30,FiveThirtyEight
1995_1995-11-26_CAR_NO,1995,NA,1995-11-26,Regular Season,FALSE,NO,CAR,34,26,W,NO,8,60,FiveThirtyEight
1995_1995-11-27_LV_LAC,1995,NA,1995-11-27,Regular Season,FALSE,LAC,LV,12,6,W,LAC,6,18,FiveThirtyEight
1995_1995-11-30_NYG_ARI,1995,NA,1995-11-30,Regular Season,FALSE,ARI,NYG,6,10,L,NYG,4,16,FiveThirtyEight
1995_1995-12-03_BUF_SF,1995,NA,1995-12-03,Regular Season,FALSE,SF,BUF,27,17,W,SF,10,44,FiveThirtyEight
1995_1995-12-03_PHI_SEA,1995,NA,1995-12-03,Regular Season,FALSE,SEA,PHI,26,14,W,SEA,12,40,FiveThirtyEight
1995_1995-12-03_LA_NYJ,1995,NA,1995-12-03,Regular Season,FALSE,NYJ,LA,20,23,L,LA,3,43,FiveThirtyEight
1995_1995-12-03_IND_CAR,1995,NA,1995-12-03,Regular Season,FALSE,CAR,IND,13,10,W,CAR,3,23,FiveThirtyEight
1995_1995-12-03_WAS_DAL,1995,NA,1995-12-03,Regular Season,FALSE,DAL,WAS,17,24,L,WAS,7,41,FiveThirtyEight
1995_1995-12-03_JAX_DEN,1995,NA,1995-12-03,Regular Season,FALSE,DEN,JAX,31,23,W,DEN,8,54,FiveThirtyEight
1995_1995-12-03_CIN_GB,1995,NA,1995-12-03,Regular Season,FALSE,GB,CIN,24,10,W,GB,14,34,FiveThirtyEight
1995_1995-12-03_ATL_MIA,1995,NA,1995-12-03,Regular Season,FALSE,MIA,ATL,21,20,W,MIA,1,41,FiveThirtyEight
1995_1995-12-03_TB_MIN,1995,NA,1995-12-03,Regular Season,FALSE,MIN,TB,31,17,W,MIN,14,48,FiveThirtyEight
1995_1995-12-03_NO_NE,1995,NA,1995-12-03,Regular Season,FALSE,NE,NO,17,31,L,NO,14,48,FiveThirtyEight
1995_1995-12-03_TEN_PIT,1995,NA,1995-12-03,Regular Season,FALSE,PIT,TEN,21,7,W,PIT,14,28,FiveThirtyEight
